,Unnamed: 0,id,title,price,brand,style,heel_type,heel_height,width,shoe_width,material,occasion,country_region_of_manufacture,lining_material,upper_material,shoe_size,toe_shape,model,year_of_manufacture,size,colour,color,main_colour,lining,sole,vintage,closure,pattern,theme,fastening,platform_height,location,n_sold,n_watchers,free_shipping,longtime_member,same_day_shipping,fast_safe_shipping,returns,feedback,condition,seller_notes,category,new_brand,new_country
7383,7384,7932,(US-M6) Demonia V-Creeper - 662 Textile Mid Shoes Black EUR 38,79.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7384,7385,7934,Damen Spot On Formelle Flach Schnürschuhe,13.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7385,7386,7935,DEXTERS 2 tone beige fabric and synthetic fabric slip ons with cross ties 10M,17.284,DEXTERS,Ballet Flats,,Flat (0 to 1/2 in.),"Medium (B, M)",,Synthetic,,,,,,,,,,,Beige,,,,,,,,,,"Apple Valley, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“excellent condition”,flats,DEXTERS,United States
7386,7387,7936,(US-15) Fabulicious Classique-01f Synthetik Slipper weiss EUR 46,66.0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Fabulicious,Germany
7387,7388,7937,Spot On Damen Slipper Stil Schuh,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7388,7389,7938,Für Damen Punktemuster F80273 auf Schleife Ballerinas mit Band Verschluss Velvet,16.9447,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7389,7390,7939,(US-M13) Demonia V-creeper-555 Textil Synthetik Halbschuhe schwarz EUR 46,127.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7390,7391,7940,(US-M4) Demonia V-creeper-555 Textil Synthetik Halbschuhe schwarz EUR 36,127.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7391,7392,7941,Spot On Ladies - Flat Slip On Espadrille,3.8106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Ladies,unknown
7392,7393,7942,(US-6) Funtasma X-ray-01 Synthetik Ballerinas schwarz EUR 36,63.7768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Funtasma,unknown
7393,7394,7943,Damen Hey Dude Marie Steifen ohne Bügel Leinen Turnschuhe Ava,52.5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leigh, Lancashire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Hey Dude,United Kingdom
7394,7395,7944,Mujer spot on Bailarina' Planos' ',3.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7395,7396,7945,"Texto Ballet Flat to Webbing/Straps Leather Parma Lined Leather T 35, Vgc ,",39.4371,Texto,Ballet Flat,,,,,,,,,Leather,,,,,35,Does not apply,,,,,,,Webbing/ Straps,,,,"AUTHON DU PERCHE, France",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,,flats,Texto,France
7396,7397,7946,(US-5) Fabulicious Treat-06 Textil Ballerinas schwarz EUR 35,49.2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Fabulicious,Germany
7397,7398,7947,Donna Spot On Floreale Pompe F80032,10.4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7398,7399,7948,Mujer Spot On Tacón Mediano Borla Vamp Acentuado Zapato,7.8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7399,7400,7949,Mujer Shelby Blanco Cuero Marrón Plano Zapatos Talla 10 sin Usar,22.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simsbury, Connecticut, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,New without box,,flats,Unbranded,United States
7400,7401,7950,Runde Zehe Damen Dicke Sohle Slipper Sportlich Halbschuhe Platform Atmungsaktiv,57.1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChengDu,Sichuan, China",,,0.0,1.0,1.0,0.0,0.0,0.0,New with box,,flats,Unbranded,China
7401,7402,7952,Damen F80210 Flaches Netz Schuhe von Down To Earth Verkaufspreis,30.2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7402,7403,7953,Ladies Spot On Slip On Pointed Toe Loafers,6.3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Ladies,unknown
7403,7404,7954,(US-7) Demonia Click-08 Textil Plateauballerinas schwarz EUR 37,67.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7404,7405,7955,(US-7) Demonia Creeper-302 Lacksynthetik Halbschuhe schwarz EUR 37,67.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7405,7406,7956,Damen Spot On Jelly Slip auf Netz Ballerina,3.9208,,,,,,,Kunststoff,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7406,7407,7957,(US-7) Demonia Star-25 Textil Synthetik Ballerinas schwarz EUR 37,55.9352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7407,7408,7958,Ladies Spot On Slip On Pointed Toe Loafers,6.3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Ladies,unknown
7408,7409,7960,(US-7) Demonia Creeper - 208 Patent Synthetic Loafers Gold EUR 37,63.7768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7409,7410,7961,Easy Spirit Womens Segeinee Black Ballet Flats Size 8.5 (1056058),30.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Easy Spirit,unknown
7410,7411,7962,BCBG Womens Millie Kidskin Black Leather Ballet Flats Size 9 (687793),18.3019,BCBG,Ballet,,,,"Medium (B, M)",,Non-Heeled,,,Leather,,,Millie Kidskin,,,,Black Leather,,,,,,,,,,"Durham, North Carolina, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“Retail Returned Item: May show signs of wear or blemishes. Very Good Condition. Bottoms have no dirt or gravel – light tread wear.  Insoles have light wear.  Uppers have light wear.”,flats,BCBG,United States
7411,7412,7963,Born Espadrille Flat Beige Stripe Womens 8 39,20.3348,Børn,Espadrille Flats,,Flat (0 to 1/2 in.),"Medium (B, M)",,,,,,,,,,,,,Beige,,,,,,Striped,,,,"Michigan City, Indiana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,flats,Børn,India
7412,7413,7964,"Alaia  Womens Round Toe Ballet Flats Black Patent Leather Size 36, 6",49.8568,Alaia,Ballet Flats,,,,,Patent Leather,,,,Patent Leather,,,,,,,Black,,,,No,,,,,,"Hatboro, Pennsylvania, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“some wear on soles and leather ; scuff marks”,flats,Alaia,United States
7413,7414,7965,Ladies 'Down To Earth' Suede Ballet Flats-F8r0448,35.4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willenhall, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7414,7415,7967,Damen spot on Schleife Freizeit Slip-On Flache Ballerinas Dolly Schuhe F8R0014,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, Leicestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,United Kingdom
7415,7416,7968,Ladies f3094 Leather Velcro Strap Flat Shoes Down To Earth SALE,13.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7416,7417,7970,Damen spot on Ballerinas Flach Pumps Freizeit Smart Schwarz Dolly Schuhe F8R0167,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, Leicestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,United Kingdom
7417,7418,7971,Trotters Womens Beige Ballet Flats Size 8.5 (231954),12.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Trotters,unknown
7418,7419,7972,Ladies 'SPOT ON' Brogues Lace Up-F9r813,17.0781,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willenhall, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Ladies,United Kingdom
7419,7420,7973,Weejuns G.H. Bass Marietta II Brown Moc Toe Kilt Tassel Loafer Size 6.5 Women's,35.5743,G.H. Bass & Co.,Loafer,,,,M,,,,,Leather,,Round Toe,Marietta II,2010-2019,,,Brown,,,,No,,Solid,,,,"Fayetteville, North Carolina, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“Little to no signs of wear. Please see all photos.”,flats,G.H. Bass & Co.,United States
7420,7421,7975,Footprints by Birkenstock Women Lace Up Shoes Black Leather Sz 38 EU 8 US,50.8515,Birkenstock,Oxfords,,,"Medium (B, M)",,Leather,,,,,,,,,,,Black,,,,,,,,Lace Up,,"Memphis, Tennessee, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,"“Excellent condition with light wear of wrinkles on uppers due to walking and surface scratches on upper with light wear on outsole. Please look at the pictures for exact condition, as it is part of the description.”",flats,Birkenstock,United States
7421,7422,7977,Spot On Ladies Flat Heel without ironing tassels embellishment Brogues Casual,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7422,7423,7978,Spot On F8R551 Mujer Fucsia con / Lentejuelas sin Cordones Bailarinas (R40B),3.9295,,,,,,,,,,,,,,,,,,Fucsia,,,,,,,,,,"Stafford, Staffordshire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7423,7424,7979,Spot On F8r0043 Ladies Black Flat Gladiator Shoes Uk4-6 (R2a),7.8155,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,"Stafford, Staffordshire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7424,7425,7980,Rampage Womens Black Size 6 (414231),10.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Rampage,unknown
7425,7426,7981,Rampage Womens Black Size 7.5 (414219),10.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Rampage,unknown
7426,7427,7982,Rampage Womens Brown Size 10 (409630),10.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Rampage,unknown
7427,7428,7983,Rampage Womens Gray Size 6 (414227),10.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Rampage,unknown
7428,7429,7984,Down To Earth Ladies Leather Lightweight Lace-Up Lifestyle Shoe 'F3098',13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, Worcestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7429,7430,7985,(US-10) Demonia Daisy - 07 Textile Ballerinas Black EUR 40,70.4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7430,7431,7986,Cole Haan loafers brown moc leather 6.5B,20.3348,Cole Haan,Loafers,,Flat (0 to 1/2 in.),"Medium (B, M)",,Leather,,,,,,,,,6.5,,Brown,,,,,,,,,,"Michigan City, Indiana, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,flats,Cole Haan,India
7431,7432,7987,Jb martin-wedge leather shoes suede black 2.5 = 36.5 - very good condition,38.2104,,,,,,,Ante,,,,,,,,,,,Negro,,,,,,,,,,"La Londe les Maures, France",,,0.0,1.0,1.0,0.0,0.0,0.0,Pre-owned,,flats,Unbranded,France
7432,7433,7988,"Aerosoles Size 9 Black Mule Clog Slip On Shoe Blind Date Leather Upper Heel 3.5""",13.2356,Aerosoles,Slip-On,,,,,,,,,,,,,,,,Black,,,,,,,,,,"Mauldin, South Carolina, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,,flats,Aerosoles,United States
7433,7434,7989,Womens shoes 18 KT 37 EU Ballerinas Blue Brown Lacquer bs167-37,33.4834,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,"margherita di savoia, FG, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7434,7435,7990,Down To Earth Damenschuhe F8998 Sale,7.8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bromsgrove, Worcestershire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New without box,,flats,Earth,United Kingdom
7435,7436,7991,(US-5) Funtasma Mouse 16 Patent Synthetic Ballerinas Red EUR 35,39.1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Funtasma,unknown
7436,7437,7992,Marc by Marc Jacobs Rossimoda Brown Velvet Monogram Ballet Flats Women 39 9,61.0247,Marc by Marc Jacobs,Ballet Flats,,Flat (0 to 1/2 in.),,,Velvet,,,,,,,Rossimoda,,,,Brown,,,,,,,,Slip On,,"Memphis, Tennessee, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,New without box,"“New without box. These were a store display shoe. Please see photos for exact details, as it is part of the condition description.”",flats,Marc by Marc Jacobs,United States
7437,7438,7993,F3r092 Eaze women without smooth black leather laces navy blue under,10.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7438,7439,7994,Girls Black Slip On PU/Patent Smart Spot On Shoes H3027,7.8503,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leigh, Lancashire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Spot On,United Kingdom
7439,7440,7995,Damen spot on Leopardenmuster Einfarbig Schwarz Schnürer Flache Freizeitschuhe,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, Leicestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,United Kingdom
7440,7441,7996,(US-11) Demonia Crux - 07 Synthetic riemchenballerinas Black EUR 41,79.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7441,7442,7997,Loeffler Randall Womens Pointed Toe Ballet Flats Black Leather Embossed Size 7,40.6812,Loeffler Randall,Ballet Flats,,,,,Leather,,,,Leather,,,,,,,Black,,,,No,Slide On,Snakeskin Print,,,,"Hatboro, Pennsylvania, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“No Significant Flaws or Wear”,flats,Loeffler Randall,United States
7442,7443,7998,(US-5) Funtasma Punk - 14 Synthetic Ballerinas Black EUR 35,68.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Funtasma,Germany
7443,7444,7999,Rampage Womens Brown Size 11 (409677),10.1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Rampage,unknown
7444,7445,8000,bernie mev. Womens Woven Multicolor Mary Jane Flats Shoes Basket Weave,33.5182,Bernie Mev,Mary Jane,,Flat (0 to 1/2 in.),,M,Woven,Varies,,,Unknown,,Round Toe,unknown,Unknown,7,,Multicolor,,,,No,,Multi-Colored,,,,"Seattle, Washington, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,“Good!”,flats,Bernie Mev,United States
7445,7446,8001,Divaz Womens Raft Fuchsia Size UK 6 EU 39,30.9923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7446,7447,8002,Cole Haan Womens Woven Loafers Flats Black Leather Size 5.5,24.4238,Cole Haan,Loafers & Moccasins,,,,,Leather,,,,Leather,,,,,,,Black,,,,No,Pull On,Solid,,,,"Hatboro, Pennsylvania, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,"“Stains on the insoles, some light scuffs and wear on the toes”",flats,Cole Haan,United States
7447,7448,8003,Blue by Betsey Johnson Women's SB Joy Ballet Flat Champagne Fabric Size 6.5,20.3348,Betsey Johnson,Ballet,,,"Medium (B, M)",,,,,Fabric,,,,,,,,Beige,,,,,,Solid,,,,"Michigan City, Indiana, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,,flats,Betsey Johnson,India
7448,7449,8004,Jessica Simpson Women's Manday Nude Circle Patterned Ballet Flat Shoes 9.5,30.9256,Jessica Simpson,Ballet Flats,,Flat (0 to 1/2 in.),"Medium (B, M)",M,,,,,Manmade Textile,,Round Toe,Jessica Simpson Manday Ballet Flat,,,,Nude,,,,,,Circles,,,,"Englewood, Colorado, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“PRE-OWNED: These shoes are used, but in good condition. Soles are a little dirty, one very minor scuffed area and some inside marks. Please view provided photos closely to avoid disappointment. Product comes from a smoke-free environment.”",flats,Jessica Simpson,United States
7449,7450,8005,Damen spot on Turnschuhe Schuhe mit 'Union Jack Detail',3.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7450,7451,8006,Minnetonka Moccasin Fringed Women's Size 8.5 Brown Leather Flats Bird Ladies ,50.8515,Minnetonka,Moccasin,,,,,Leather,,,,,,Round Toe,,,,,Brown,,,,,,,Bird,,,"Addison, Illinois, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“This Item is in USED Pre-Owned Condition and may have Some signs of Ware! Images in Pictures are EXACT ITEMS! We do are Best to give the Most ACCURATE Description of the Item as Possible. SEE PICTURES! Ask Questions if you have them THANKS!”,flats,Minnetonka,United States
7451,7452,8007,Merrell Avesso Oak Brown Suede Round Toe Ballet Flat Shoe Women Size 10.5 J56340,25.4011,Merrell,Ballet,,,,M,Suede,,,,Suede,,Round Toe,Avesso,,,,Brown,,,,No,,,,,,"Nampa, Idaho, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Excellent condition, some signs of light wear, see photos for detail.”",flats,Merrell,United States
7452,7453,8009,Womens down to Earth flat closed toe mules shoes f80442,32.5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, Worcestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7453,7454,8010,Spot on womens Flat open toe ballerinas,3.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7454,7455,8011,(US-M6) Demonia Creeper - 602s Leather Loafers Blue Eur 38,76.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7455,7456,8013,DGC FUR BROWN BLACK WHITE  SHORT BLACK BOOT 36  057/2,10.1616,DGC,BOOTS,,,BOOTS,,,,,,,,,,,,,Black,,,,,,,,,,"Fresno, California, United States",,,0.0,1.0,0.0,1.0,0.0,0.0,Pre-owned,"“Gently pre-owned-no holes, rips or stains.”",flats,DGC,United States
7456,7457,8014,(US-8) Demonia Daisy - 09 Synthetic Ballerinas Black EUR 38,68.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7457,7458,8015,F80042 Mujer Spot On Informal Borde Metálico Vamp Plano Zapatos con en Punta,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7458,7459,8016,Easy b por DB 'Honiton' Mujer Ancho Ee Fit Paloma Azul Zapatos de Cuero,32.5554,,,,,,,,,,,,,,,,,,Azul,,,,,,,,,,"Kidderminster, Worcestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,United Kingdom
7459,7460,8017,(US-8) Demonia DRAC 03 Synthetic Ballerinas Black EUR 38,41.3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Demonia,unknown
7460,7461,8018,(US-9) Pin Up Couture Russell - 34 Synthetic Loafers Brown EUR 39,80.5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7461,7462,8019,(US-9) Demonia click 07 Textile Synthetic plateauballerinas Pink EUR 39,68.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flats,Unbranded,unknown
7462,7463,8021,Women's down to Earth 'leather loafers-f8r0422,32.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willenhall, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7463,7464,8022,(US-M5) Demonia V-Creeper - 555 Textile Synthetic Low Shoes Black EUR 37,127.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7464,7465,8023,Womens down to Earth flat elastic straps shoes with zippers f8r0511,32.5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, Worcestershire, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Down To Earth,United Kingdom
7465,7466,8024,F80042 Damen Spot On Freizeit Metall Rand Vamp Flache Schuhe mit Spitz Zulaufend,13.0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7466,7467,8025,Donna Spot On Slip On Piatto Gelatina Scarpe,3.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7467,7468,8026,Easy B Black Lace Open Toe shoesl Sunshine 70157A UK3 6V Fit (GO),32.5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford, Staffordshire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Unbranded,United Kingdom
7468,7469,8027,"Church`s Flora handmade women loafers in orange color, size EU 37, UK 4",102.0597,Church`s,Loafer,,,,regular,,,,,Suede,,Round Toe,Flora,,,Orange,,,,,No,,,,,,"Vilnius, Lithuania",,,0.0,1.0,1.0,0.0,0.0,0.0,Pre-owned,"“has darker area on one shoe, slight marks of previous wearing. For exact condition please see pictures”",flats,Church`s,Lithuania
7469,7470,8028,(US-M11) Demonia V-Creeper - 555 Textile Synthetic Low Shoes Black EUR 44,127.6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamburg, Germany",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,Germany
7470,7471,8029,Spot on F8R0167 Damen Marineblau Ballerina-Stil Schuhe (R1A) Jen,13.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford, Staffordshire, United Kingdom",,,0.0,0.0,0.0,0.0,0.0,0.0,New with box,,flats,Unbranded,United Kingdom
7471,7472,8030,Ladies Spot On Flat Slipper Cut,3.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Ladies,United Kingdom
7472,7473,8031,Spot On F0R905 Ladies Gold Slip on Sandals with Diamante Detail (R30A),12.8876,Spot On,Slip On Sandals,,,,,,Evening/Casual,China,,Synthetic,,,,,,,Gold,,Synthetic,Synthetic,,,Diamante Detail,,,,"Stafford, Staffordshire, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Spot On,United Kingdom
7473,7474,8032,Hush Puppies Womens Naveen Robyn Loafer Indigo Size UK 7 EU 40,84.6046,Hush Puppies,Slip On Ladies Shoes,,,,,,,,,Leather,,,,,,,indigo,,,,,,,,,,"London, United Kingdom",,,0.0,1.0,0.0,0.0,1.0,0.0,New with box,,flats,Hush Puppies,United Kingdom
7474,7475,8033,Mujer Spot On Plano en Punta - Bailarina Deslizable,6.5511,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidderminster, United Kingdom",,,0.0,1.0,0.0,0.0,0.0,0.0,New with box,,flats,Spot On,United Kingdom
7475,7476,8034,Rieker Womens Sportlich Riricon Laser Cut Leather Flats Sandals Brown Size 7.5,30.508,Rieker,Mary Jane,,,,,,Casual,Portugal,Leather,Leather,,Round Toe,,,,,Brown,,,,No,Buckle,Solid,,,,"Eugene, Oregon, United States",,,0.0,1.0,0.0,1.0,1.0,0.0,Pre-owned,“Excellent condition. No apparent flaws and only minor signs of wear on footbed and sole.”,flats,Rieker,United States
7476,7477,8035,Sneakers Alain Bastiani S.39 Width Leather Calf Beige and rosé Woman Sneakers,11.1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MULHOUSE, Alsace, France",,,0.0,1.0,1.0,0.0,1.0,0.0,Pre-owned,,flats,Unbranded,France
7477,7478,8036,Lanvin Womens Patent Leather Tipped Ballet Flats Blue Beige Suede Size 9,71.1979,Lanvin,Ballet Flats,,,,,Suede,,,,Suede,,,,,,,Blue,,,,No,,Solid,,,,"Hatboro, Pennsylvania, United States",,,0.0,1.0,0.0,0.0,1.0,0.0,Pre-owned,“No Significant Flaws or Wear”,flats,Lanvin,United States
